department,course,name,units,description,prereqs,satisfies,grading,repeatable,crosslist,sustainability,notes
EE,169,Microelectromechanical Systems Fabrication and Design,1 unit(s),"Hands-on design, fabrication, and testing of micro electro-mechanical systems (MEMS). Processes including photolithography, etching, and metal deposition applied to MEMS. Design problems for MEMS transducer components. Introduction to MEMS simulation.",Prerequisite(s): MATE 25 or MATE 153 or MATE 129 / EE 129.,,Grading: Letter Graded,,Cross-listed with MATE 169 / ME 169. Mechanical Engineering is responsible for scheduling.,,
EE,171,Introduction to Machine Learning for Electrical Engineers,"Introduction to machine learning with hardware implementation. Topics include linear algebra and probability review, linear regression, multilayer perceptrons, stochastic gradient descent, and convolutional neural networks. Includes hands-on lab component in which students train neural networks using Keras and deploy the models to Field Programmable Gate Arrays (FPGAs).",,Prerequisite(s): EE 102 (may be taken concurrently) and EE 118 (with grade of “C-” or better).,,Grading: Letter Graded,,,,
EE,172,Introduction to Microwave Engineering,3 unit(s),"Topics in Microwave Engineering: Standard RF measurements, waveguide resonator and antenna. Transmission line theory, impedance matching, and design approach of selected microwave components. Emphasis will be on the fundamental principles and industrial practice of the designs. Commercial CAD tools.","Prerequisite(s): EE 98, PHYS 52, and MATH 33A or MATH 33LA (all with grades of “C-” or better). Allowed Declared Major: Electrical Engineering.",,Grading: Letter Graded,,,,
EE,174,Analog Peripheral for Embedded Systems,3 unit(s),"Introduction to analog peripherals for embedded systems such as ADC/DAC, DC-DC Converters, Energy harvesting and solar cells, near field communication, RF-IDs, phase lock loops, clock generators, displays and touch screens. Industry based projects and applications are integral to the course.",Prerequisite(s): EE 110 and EE 112 both with grades of “C-” or better. Allowed Declared Major: Electrical Engineering.,,Grading: Letter Graded,,,,
EE,176,Computer Organization,3 unit(s),"Design of instruction sets, addressing modes and memory management. Data and control paths of the CPU. Microprogramming. Arithmetic units and I/O organization.",Prerequisite(s): EE 120 with a grade of “C-” or better.,,Grading: Letter Graded,,,,
EE,178,Digital Design with FPGAs,3 unit(s),"Advanced Digital Design Technologies as they relate to synchronous digital systems. Requires student design projects that deal with the use of CAD tools for the Design, Simulation, and Implementation of Systems with FPGAs.",Prerequisite(s): EE 118 with a grade of “C-” or better.,,Grading: Letter Graded,,,,
EE,180,Individual Studies,1-3 unit(s),Individual work on special topics arranged by the student and faculty mentor. Enrollment is handled by the EE department office. A completed and approved application is required.,Prerequisite(s): BS in Electrical Engineering Senior in good standing. Allowed Declared Major: Electrical Engineering. Not available to Open University Students.,,Grading: Credit/No Credit,,,,
EE,181,Fundamentals of Internetworking,3 unit(s),"Data communication concepts, protocols, algorithms; 7-layer OSI reference model and implementations; physical media (fiber, wire); switching systems; LAN architectures and components, Ethernet, FDDI, TCP/IP, and related standards.",Prerequisite(s): EE 118 with a grade of “C-” or better.,,Grading: Letter Graded,,,,
EE,182,Analog and Mixed-Signal IC Test Development,3 unit(s),"Introduction to analog and mixed-signal IC and component measurements and automated testing. Test specifications, methods, techniques, and interfaces. Measurement accuracy, correction, and calibration. Automated test equipment (ATE) hardware and software. DAC/ADC testing and DSP-based testing. Analog and mixed-signal design for test (DFT). Laboratory exercises and mini projects.","Prerequisite(s): EE 112, EE 118, and EE 122 all with grades of “C-” or better.",,Grading: Letter Graded,,,,
EE,183,Electronics Test Design Engineering II,3 unit(s),"Best practices in Test methods and techniques; ATE Test hardware/software, Device characterization; Multi-system reliability; Device interface board design, building, debug; ATE development and Execution.",Prerequisite(s): EE 182 with grade “C-” or better.,,Grading: Letter Graded,,,,
EE,189,Special Topics in Electrical Engineering,3 unit(s),Advanced topics in Electrical Engineering. Content varies from semester to semester.,Prerequisite(s): Instructor consent/senior standing.,,Grading: Letter Graded,,,,
EE,192,International Program Studies,1-6 unit(s),"Study Abroad and Away transfer credit course. Study Abroad and Away provides students the opportunity to study abroad on long term programs (Exchange Programs, CSU International Programs, and International Student Exchange Programs) and short-term programs (Faculty-Led Programs and Summer School Abroad Programs) for academic credit, offering Alternative Break Programs for cultural immersion, and designing other globally focused opportunities. This course is designated as a placeholder course for Study Abroad and Away programs.",,,Grading: Mixed Grading,,,,
EE,198A,Senior Design Project I,1 unit(s),"Team design project proposal, business plan, oral design presentations of the initial phases of the design project, a written and oral defense of the proposed design project. Global and social issues in engineering. Individual written reports on professional development plans.","Prerequisite(s): Electrical Engineering Senior in good standing in major, ENGR 100W (with grade of “C” or better), EE 120, EE 122, and EE 128 (with grades of “C-” or better).","Satisfies SJSU Studies S: Self, Society & Equality in U.S. when taken as part of EE major sequence.",Grading: Letter Graded,,,Sustainability Related - SDG 7: Affordable and Clean Energy ,"Note(s): Meets GE Areas S and V when course is taken in combination with: EE 198B, ENGR 195A and ENGR 195B."
EE,198B,Senior Design Project II,3 unit(s),Implementation of group design projects initiated in EE 198A. Group oral and written reports. Integrate global and social issues in engineering.,"Prerequisite(s): Electrical Engineering Senior in good standing in major, EE 198A with a grade of “C-” or better, ENGR 100W with a grade of “C” or better. Passage of the Writing Skills Test (WST) or ENGL 100A / LLD 100A with a C or better (C- not accepted), completion of Core General Education and upper division standing are prerequisites to all SJSU studies courses.",Satisfies SJSU Studies V: Cultures and Global Understanding when taken as part of the EE Major sequence.,Grading: Letter Graded,,,Sustainability Related - SDG 7: Affordable and Clean Energy ,"Note(s): Meets GE Areas S and V when course is taken in combination with: EE 198A, ENGR 195A and ENGR 195B. All of SJSU Studies courses require completion of the WST and upper division standing."
